Invoice Number,Shipping Location,Contended Invoice,Invoice Date,Product Type,Ordered Date
286109735467,North America,,2022-07-24,Chargers,2022-07-08
782385612280,South America,303780915540,2022-12-29,Others,2022-12-27
525286792853,Asia,,2022-10-27,Lighting,2022-10-16
150938183192,North America,,2023-03-11,Others,2023-02-03
200517056552,South America,,2022-09-09,Lighting,2022-08-25
523200809718,Asia,,2023-03-16,Lighting,2023-03-06
413977019502,South America,,2023-03-11,Others,2023-01-31
747141330101,Asia,,2023-03-21,Power,2023-02-23
196083763200,Asia,,2023-01-18,Power,2023-01-03
528487670511,Asia,,2023-01-04,Lighting,2022-12-28
830678746908,South America,,2022-10-02,Others,2022-09-09
608387768839,North America,,2022-05-08,Others,2022-04-05
786624460102,South America,,2023-01-28,Lighting,2023-01-18
161194613737,South America,,2022-05-12,Lighting,2022-04-20
564004990016,North America,,2022-09-02,Lighting,2022-07-29
252400246339,North America,,2022-08-27,Lighting,2022-08-20
596978340251,Asia,,2022-09-05,Chargers,2022-08-25
160756945427,North America,,2022-05-04,Power,2022-03-30
316834480588,Europe,,2022-06-22,Others,2022-06-01
878148983438,Europe,,2022-06-08,Chargers,2022-05-16
535821724937,South America,,2023-01-30,Power,2023-01-21
798857032092,Asia,,2022-04-14,Lighting,2022-03-17
344176775611,Asia,,2022-05-02,Power,2022-03-28
866246062423,North America,,2022-11-14,Power,2022-10-15
429393132888,Europe,,2022-08-14,Lighting,2022-08-03
749672024746,Europe,,2022-12-27,Power,2022-12-05
523006389113,Europe,,2023-03-16,Chargers,2023-03-11
884672550492,South America,,2022-09-14,Lighting,2022-08-06
244247585633,South America,,2022-08-06,Power,2022-08-01
841416706065,South America,,2022-12-29,Lighting,2022-11-27
925708962603,South America,,2023-03-23,Others,2023-02-13
579171527551,Asia,,2022-05-22,Power,2022-05-19
272631865475,South America,,2022-07-07,Power,2022-06-10
920066820926,South America,,2022-07-30,Lighting,2022-07-06
378282066408,Asia,,2022-10-26,Others,2022-09-27
880870197362,South America,,2023-02-09,Power,2023-02-02
553010472327,Asia,,2022-04-22,Chargers,2022-03-27
475775238982,South America,931434848897,2023-03-30,Others,2023-03-17
729309864424,Asia,,2023-03-27,Lighting,2023-03-08
195796716033,North America,,2023-03-12,Power,2023-02-13
530257429157,Asia,,2022-11-04,Power,2022-09-26
692352964109,Asia,,2022-06-20,Others,2022-05-31
764001894361,North America,197128728955,2022-08-15,Power,2022-07-11
674750359140,North America,,2022-10-23,Power,2022-10-04
395711506311,South America,,2022-05-07,Others,2022-04-19
408076934468,Asia,,2022-06-10,Chargers,2022-05-15
352751571465,Asia,,2022-05-08,Others,2022-04-27
140715639823,South America,,2022-07-12,Power,2022-07-04
345575235563,North America,,2023-01-08,Lighting,2022-12-23
790786581348,North America,,2022-08-14,Power,2022-07-15
746244790857,Asia,,2022-09-20,Chargers,2022-08-30
289657583214,North America,,2022-08-14,Power,2022-08-06
655639435331,North America,,2022-11-16,Others,2022-10-15
874694897890,North America,,2022-05-15,Others,2022-04-27
305297253866,North America,,2022-10-15,Lighting,2022-09-16
919719669058,Europe,,2022-10-27,Chargers,2022-10-03
756660443179,Asia,,2022-12-16,Chargers,2022-12-04
283095280027,South America,,2023-01-15,Others,2022-12-13
586094391121,Europe,,2023-02-21,Chargers,2023-02-07
496426039934,North America,,2022-09-07,Others,2022-08-28
109722380968,North America,,2022-08-31,Lighting,2022-08-23
284757087775,South America,549848224039,2022-08-16,Power,2022-08-02
187669289573,Europe,,2023-01-19,Power,2023-01-13
403251874071,Europe,,2023-02-19,Others,2023-01-13
767281872142,North America,,2023-03-12,Lighting,2023-02-17
468113183242,South America,,2022-10-07,Power,2022-09-09
781811965982,Asia,,2022-04-03,Power,2022-03-29
725072425381,Europe,,2023-01-01,Chargers,2022-12-23
508970079274,Asia,,2022-08-03,Others,2022-06-30
209639657662,North America,,2022-07-30,Lighting,2022-07-11
289223495265,Europe,,2023-02-16,Lighting,2023-01-15
193405007267,Europe,,2022-06-01,Power,2022-05-30
137910847410,North America,,2022-06-03,Chargers,2022-05-08
630637193322,Asia,,2022-11-22,Others,2022-11-16
159974334053,Asia,,2023-02-21,Power,2023-02-05
739433640848,Asia,,2022-12-19,Power,2022-11-19
154443753784,Asia,,2023-02-07,Lighting,2023-01-14
873052858919,North America,,2022-07-13,Others,2022-06-15
627443024355,South America,,2022-05-31,Chargers,2022-04-25
500382731282,South America,,2023-03-15,Others,2023-02-05
458497298197,Europe,,2022-09-27,Others,2022-09-10
648148238894,Europe,,2022-11-26,Chargers,2022-10-29
138970295768,South America,,2022-05-19,Lighting,2022-04-19
205233756606,North America,,2022-05-29,Chargers,2022-05-03
913789191426,Europe,,2022-07-06,Lighting,2022-06-15
126271128629,North America,,2022-11-03,Chargers,2022-10-15
891574099972,Asia,,2023-03-22,Lighting,2023-02-12
573250981756,North America,,2022-07-05,Lighting,2022-06-19
397488501952,South America,,2022-07-19,Chargers,2022-07-13
842940757860,Asia,,2022-05-22,Power,2022-04-22
230115605555,Asia,,2022-08-19,Power,2022-08-12
865384651844,South America,,2023-03-21,Power,2023-02-13
820861420558,South America,,2022-11-06,Power,2022-11-04
792212675694,Asia,,2022-05-29,Chargers,2022-05-13
463809648988,South America,,2022-12-17,Others,2022-12-10
563100926013,South America,,2023-02-08,Others,2023-01-13
615155627666,Asia,,2022-11-26,Power,2022-11-25
748113246138,North America,,2022-08-28,Lighting,2022-07-30
803321822286,Asia,,2023-01-10,Others,2022-12-31
341029331298,South America,,2022-07-07,Power,2022-07-02
858717498211,Asia,,2022-12-31,Chargers,2022-11-22
450944215443,Europe,,2022-12-02,Chargers,2022-11-19
709832372641,South America,,2023-03-24,Lighting,2023-03-17
574711931178,South America,,2023-03-15,Lighting,2023-02-27
834307264835,South America,,2022-04-17,Lighting,2022-03-12
647114915837,North America,,2022-07-31,Lighting,2022-06-24
198858228679,Asia,,2022-05-29,Lighting,2022-05-24
678978422442,North America,,2022-10-03,Power,2022-09-07
468417209268,Asia,,2022-08-09,Others,2022-07-12
713692599299,South America,,2023-02-18,Others,2023-01-17
479365216488,Europe,,2022-07-22,Power,2022-07-13
800632780038,Asia,,2023-03-15,Power,2023-03-08
492525681435,North America,,2023-03-21,Others,2023-03-18
668327719491,Asia,,2022-11-08,Power,2022-10-21
808563436476,Europe,,2023-01-31,Chargers,2023-01-16
523480687090,South America,,2022-08-12,Others,2022-07-19
463668331261,Europe,,2023-02-14,Lighting,2023-02-10
945335673041,North America,,2022-10-10,Lighting,2022-09-05
729484536035,Europe,,2022-07-29,Lighting,2022-06-20
213502770987,South America,,2023-02-23,Power,2023-02-21
221965513919,North America,,2022-07-02,Lighting,2022-06-11
224567254553,North America,,2022-09-09,Power,2022-08-09
413925350273,North America,,2022-11-24,Power,2022-11-02
848670304288,Europe,,2022-06-13,Lighting,2022-05-10
720834733297,North America,,2022-12-05,Power,2022-12-04
610046455213,Asia,,2022-08-28,Power,2022-08-12
463424454098,Europe,,2022-09-18,Others,2022-08-12
808766181772,South America,226660750626,2022-08-04,Lighting,2022-07-27
760242964643,Asia,,2022-05-21,Power,2022-05-10
804856513599,Asia,,2022-05-18,Others,2022-04-11
568869595655,Europe,,2022-12-02,Lighting,2022-10-27
949935473440,Asia,,2023-03-20,Others,2023-03-11
275036776714,Europe,,2023-02-07,Chargers,2023-01-18
868657826534,South America,,2022-09-20,Lighting,2022-09-17
856760725470,Europe,,2023-03-03,Lighting,2023-02-01
566353599954,Europe,,2023-01-11,Lighting,2022-12-18
335372060474,South America,,2023-03-31,Chargers,2023-03-06
862294551020,Asia,,2022-10-06,Chargers,2022-09-07
173072676089,South America,,2022-10-01,Others,2022-08-23
588181646093,Asia,,2022-12-17,Lighting,2022-11-24
762748452857,Europe,,2022-04-30,Others,2022-04-29
976021368319,Europe,,2022-12-26,Lighting,2022-11-27
278664558058,South America,,2023-01-14,Chargers,2023-01-02
182022883470,South America,,2022-04-20,Power,2022-03-24
524067172178,South America,,2022-09-21,Lighting,2022-09-14
408113246611,North America,,2022-11-06,Others,2022-10-05
801723184312,North America,,2022-11-02,Power,2022-10-20
283457153842,South America,,2022-08-18,Others,2022-08-07
555376126414,Europe,,2022-11-21,Lighting,2022-10-28
352445783101,Europe,,2022-11-05,Chargers,2022-10-21
277412070231,Asia,,2022-11-17,Lighting,2022-11-15
976625866293,South America,,2022-04-14,Others,2022-04-10
853485216526,Europe,,2022-12-07,Lighting,2022-11-29
784490408062,Asia,,2023-01-27,Others,2022-12-28
411643219788,Europe,,2022-06-17,Lighting,2022-05-21
417065086679,Europe,,2022-09-07,Chargers,2022-08-15
234736205130,North America,,2022-10-15,Chargers,2022-09-25
762234513001,Europe,,2022-10-05,Power,2022-09-28
176305617266,North America,,2022-10-09,Lighting,2022-09-05
112236296028,South America,,2022-05-21,Power,2022-04-29
809167497206,Europe,,2022-07-16,Lighting,2022-06-18
934666210747,North America,,2022-08-08,Others,2022-08-02
755525657101,North America,,2022-05-11,Power,2022-04-15
631790599932,South America,793589838272,2022-05-10,Others,2022-04-15
299391799958,Europe,,2022-12-08,Power,2022-11-07
264769543954,Asia,,2022-08-23,Others,2022-07-20
374364191773,North America,,2022-09-19,Lighting,2022-09-02
980051066172,South America,,2022-06-15,Others,2022-05-12
779341750815,South America,,2022-04-26,Power,2022-04-19
623833685979,Europe,,2022-07-02,Power,2022-05-23
463241726075,South America,,2022-08-17,Lighting,2022-08-04
956492845716,Europe,,2022-05-12,Chargers,2022-04-07
242054676171,South America,,2022-11-08,Others,2022-10-03
666182335468,North America,,2022-09-10,Chargers,2022-08-07
997872871110,Europe,,2022-08-17,Lighting,2022-07-21
629617778677,Europe,,2023-03-12,Lighting,2023-02-24
354785631402,North America,,2023-03-27,Power,2023-03-13
729854839761,South America,429343576744,2023-03-09,Others,2023-02-22
914324887099,South America,,2023-01-10,Others,2022-12-14
707657257188,Europe,674709127792,2022-06-03,Power,2022-05-13
533897337357,South America,,2022-06-13,Others,2022-06-12
583809730520,Europe,,2022-10-14,Power,2022-10-01
695397840053,Asia,210932887201,2022-12-23,Power,2022-11-20
754367238990,North America,,2023-02-05,Lighting,2022-12-28
391011134206,North America,,2022-10-02,Others,2022-09-15
709297562114,Asia,,2022-05-14,Lighting,2022-04-14
246216423285,North America,,2022-05-17,Others,2022-05-12
778775579509,Europe,,2022-08-21,Power,2022-08-15
699103463158,Asia,,2022-09-14,Others,2022-09-11
307756323009,South America,,2022-11-14,Lighting,2022-10-17
733436368645,Asia,,2022-11-19,Chargers,2022-10-30
308403923026,North America,,2023-02-05,Others,2023-01-04
576244596931,Asia,,2022-08-19,Power,2022-08-04
507310569028,Europe,,2022-04-28,Chargers,2022-04-06
511252399657,Asia,,2022-08-19,Chargers,2022-08-13
534587593304,South America,,2022-10-07,Others,2022-09-18
662015739887,Asia,,2022-04-30,Power,2022-04-25
665385392303,Asia,,2022-08-21,Lighting,2022-08-02
108813798796,Asia,,2023-02-12,Power,2023-01-13
383396800648,Asia,,2022-08-23,Chargers,2022-08-06
788226875703,Asia,537486739503,2022-10-18,Chargers,2022-10-15
710776765443,Europe,,2022-06-05,Chargers,2022-05-26
369654173272,Europe,,2022-12-17,Lighting,2022-11-11
311284002033,Asia,,2023-03-21,Others,2023-03-09
892622954288,North America,,2022-04-09,Others,2022-03-06
110712438648,Europe,,2022-06-20,Lighting,2022-06-11
613887639025,North America,,2022-04-11,Chargers,2022-03-18
160812698685,Asia,,2022-12-21,Chargers,2022-12-01
717150793913,South America,697028558564,2022-11-25,Lighting,2022-11-18
149971412624,Asia,,2023-02-04,Power,2022-12-27
259696858921,Europe,,2022-10-08,Chargers,2022-10-02
289208976994,Asia,,2022-07-20,Lighting,2022-06-23
999115099834,North America,,2022-07-11,Others,2022-06-14
602366866252,South America,,2022-06-06,Power,2022-05-06
959221306900,North America,,2022-04-17,Chargers,2022-04-07
927175882188,South America,,2022-05-22,Others,2022-04-19
931280561844,South America,,2022-05-09,Power,2022-04-07
245167092476,Europe,,2023-01-13,Lighting,2022-12-07
129878699851,South America,,2022-12-03,Lighting,2022-12-01
706958004475,South America,,2022-07-01,Power,2022-05-28
878984055182,South America,,2023-03-31,Lighting,2023-03-30
331906729348,South America,,2023-03-28,Chargers,2023-03-03
882832192684,Asia,,2022-08-04,Power,2022-07-02
412805372739,Europe,,2022-08-08,Lighting,2022-08-06
501081029745,Europe,,2022-11-02,Lighting,2022-10-27
402660666062,North America,,2022-10-20,Lighting,2022-09-14
327995654338,North America,394738150630,2022-09-10,Lighting,2022-08-26
297589724011,South America,,2022-07-25,Power,2022-07-14
687021035610,North America,,2022-06-21,Power,2022-05-27
625953343618,Europe,,2022-06-18,Chargers,2022-05-28
790875997104,North America,,2022-04-10,Others,2022-03-28
205010434526,North America,,2022-11-03,Others,2022-10-24
339947297876,Europe,,2022-05-25,Others,2022-04-20
466691759714,South America,,2022-11-14,Lighting,2022-10-29
775632850330,South America,,2022-12-06,Lighting,2022-11-22
355874053503,Europe,,2022-05-16,Power,2022-04-10
599308237697,North America,,2022-06-19,Lighting,2022-06-02
399645970364,North America,,2022-05-31,Lighting,2022-05-08
658211889783,North America,,2022-04-26,Lighting,2022-03-19
623021604330,Europe,,2023-01-14,Power,2022-12-06
662941736846,Europe,,2022-11-07,Others,2022-11-06
695470622962,North America,,2023-03-14,Chargers,2023-02-22
614018497484,Asia,,2022-05-22,Lighting,2022-04-12
429308817814,Europe,,2022-08-04,Chargers,2022-07-09
580724322945,South America,,2022-11-19,Others,2022-11-04
388814085361,South America,,2022-05-08,Lighting,2022-05-07
230966207895,South America,,2022-06-03,Lighting,2022-05-11
860141701091,Europe,,2022-08-15,Power,2022-07-25
518230768296,North America,,2022-08-13,Lighting,2022-07-12
385808346683,Asia,750197203453,2022-08-02,Others,2022-07-23
286774896742,Europe,,2022-09-15,Power,2022-09-01
664807688193,South America,,2022-06-28,Power,2022-06-11
325606453239,South America,,2022-09-03,Chargers,2022-08-21
234761982151,Asia,,2023-03-15,Others,2023-02-14
355816362978,North America,,2022-04-14,Others,2022-03-18
252144206159,Europe,,2023-01-26,Power,2022-12-23
202519511840,Asia,,2022-06-03,Lighting,2022-05-18
683699025638,South America,,2022-12-31,Lighting,2022-11-21
597910003389,Europe,,2023-03-23,Power,2023-02-25
648405626839,Europe,,2022-04-08,Lighting,2022-03-03
568088003489,North America,,2022-09-02,Lighting,2022-08-13
507824211883,Asia,,2022-07-23,Power,2022-06-23
273078185445,Europe,,2022-12-11,Lighting,2022-11-01
602310613722,North America,,2022-05-22,Power,2022-04-24
917024738027,North America,,2023-03-11,Power,2023-02-02
843961696680,Asia,,2022-11-04,Chargers,2022-10-20
680728371462,Asia,,2022-07-07,Lighting,2022-06-13
683406396460,Europe,,2022-05-13,Others,2022-04-14
874437605465,Asia,,2023-01-07,Power,2023-01-05
431519170879,North America,,2022-06-18,Others,2022-05-21
505417070069,North America,,2022-11-21,Power,2022-10-14
585958571161,Europe,,2022-05-28,Chargers,2022-05-01
991308236986,North America,,2022-09-22,Chargers,2022-09-19
878698632529,Europe,,2022-11-18,Others,2022-10-22
825612112374,South America,,2022-11-13,Lighting,2022-10-06
647543809062,South America,,2022-09-05,Power,2022-08-17
237839846756,Europe,,2022-09-20,Chargers,2022-08-27
348658978602,North America,,2022-10-18,Lighting,2022-10-13
657680608935,Asia,,2022-05-14,Chargers,2022-05-06
928705016873,Asia,,2023-02-01,Power,2023-01-27
684441242830,Asia,,2022-07-31,Others,2022-06-24
120075904486,South America,,2023-01-17,Power,2023-01-09
139189002923,North America,,2023-03-14,Power,2023-02-02
839354353417,Asia,,2022-05-26,Others,2022-05-05
226536622284,North America,,2023-03-21,Others,2023-03-12
397807483801,Europe,,2023-03-18,Lighting,2023-02-19
846892222480,Asia,,2023-01-14,Others,2023-01-02
289552885829,Europe,,2022-06-11,Lighting,2022-06-06
814159748398,South America,,2023-02-21,Others,2023-01-23
528099008857,North America,,2022-06-26,Lighting,2022-05-20
472909260977,North America,,2023-02-16,Power,2023-02-04
646722631202,Asia,,2022-06-18,Others,2022-05-13
481958961981,North America,,2022-12-11,Chargers,2022-11-23
827643910663,North America,,2022-09-15,Chargers,2022-08-12
413545031057,South America,,2022-05-18,Chargers,2022-05-07
817209479938,North America,,2022-11-18,Lighting,2022-11-13
407935751498,South America,,2022-11-01,Power,2022-09-25
272403191470,Europe,,2022-11-19,Power,2022-11-10
215672857448,Europe,,2022-09-25,Power,2022-09-11
118995514469,North America,,2022-11-02,Lighting,2022-09-25
774782980325,Europe,,2022-06-30,Lighting,2022-06-22
483032279972,North America,,2022-10-26,Chargers,2022-09-16
560751768376,South America,,2023-03-13,Lighting,2023-02-09
639676905639,North America,,2023-01-07,Chargers,2022-12-18
530585682776,North America,,2023-01-20,Power,2022-12-25
313336297011,Asia,,2022-07-27,Lighting,2022-07-15
431697762214,Asia,,2022-06-11,Chargers,2022-05-31
483950433847,South America,,2022-09-14,Lighting,2022-08-18
683039255453,South America,,2022-10-26,Lighting,2022-10-10
377515369848,North America,,2022-05-10,Chargers,2022-04-13
892713057042,Europe,,2022-10-21,Chargers,2022-10-07
134522909417,North America,,2023-01-07,Others,2022-12-25
791616070690,North America,,2023-03-29,Power,2023-03-07
123623883387,North America,,2022-09-27,Chargers,2022-09-09
537244862531,North America,,2022-10-19,Lighting,2022-09-16
414924646447,South America,,2022-07-05,Others,2022-06-18
792613447827,South America,,2022-04-25,Others,2022-03-21
195380108380,South America,,2023-01-09,Others,2022-12-15
824084411671,South America,,2022-09-14,Others,2022-08-18
605455481125,North America,683351493008,2022-11-05,Lighting,2022-10-22
275115373799,Europe,,2022-04-29,Lighting,2022-04-09
554811975451,South America,,2022-05-19,Lighting,2022-05-17
110319459329,Europe,,2022-11-05,Lighting,2022-09-30
637859498643,Asia,,2022-11-12,Lighting,2022-11-06
115834936298,North America,,2022-05-03,Others,2022-04-01
426213611024,South America,,2023-02-07,Lighting,2023-01-04
897845468809,Asia,,2023-01-09,Chargers,2022-12-07
520808720080,Europe,,2023-03-18,Chargers,2023-02-14
677050943254,North America,,2022-09-09,Others,2022-09-02
356989800925,Europe,,2023-02-22,Chargers,2023-02-14
770639993691,Europe,,2022-12-30,Chargers,2022-12-29
511285314601,South America,,2022-05-20,Others,2022-04-12
491705653824,North America,,2023-01-21,Power,2022-12-19
248433601006,Europe,,2022-11-02,Others,2022-10-07
490727468565,Asia,,2023-03-24,Lighting,2023-02-18
171420556432,South America,,2022-10-08,Chargers,2022-08-29
351880045261,North America,,2022-09-26,Lighting,2022-09-08
833593641085,North America,,2022-09-18,Others,2022-08-12
522579200797,Europe,210982030015,2022-09-03,Lighting,2022-08-03
265597580329,South America,,2022-06-12,Power,2022-06-03
638071291569,North America,,2022-11-18,Lighting,2022-10-20
663970226766,Europe,,2022-10-11,Lighting,2022-09-23
579248774960,Europe,,2023-02-05,Others,2023-01-05
584104115118,North America,,2022-07-27,Others,2022-07-08
844812012732,South America,,2022-06-25,Power,2022-05-17
464304479406,North America,,2022-07-07,Power,2022-06-26
246641735263,North America,,2022-12-23,Others,2022-11-17
152731249061,North America,,2022-06-25,Chargers,2022-05-20
558554609771,South America,,2022-08-14,Power,2022-07-08
378529797506,South America,,2022-09-06,Chargers,2022-08-14
974184941673,Europe,,2022-07-11,Chargers,2022-06-10
429396606692,Europe,,2022-06-18,Others,2022-06-06
588337624891,Europe,,2022-12-19,Power,2022-12-14
764080636262,South America,,2022-05-31,Chargers,2022-05-22
111591338359,North America,,2022-10-21,Chargers,2022-09-16
908712282844,Asia,,2022-05-21,Lighting,2022-05-18
179302804382,North America,,2022-05-17,Power,2022-05-05
848431606260,Europe,918994616453,2022-12-13,Chargers,2022-11-20
198407570247,South America,,2023-01-02,Chargers,2022-12-03
748648656950,North America,,2022-06-26,Others,2022-05-24
134996976917,South America,592644074677,2022-09-07,Lighting,2022-08-20
379218006493,South America,,2023-02-16,Lighting,2023-01-30
252124293022,Europe,105478405219,2022-11-20,Others,2022-10-12
504210806385,Europe,,2022-10-17,Lighting,2022-10-16
651218072333,South America,,2022-12-24,Chargers,2022-12-07
357009359946,Asia,,2022-12-28,Power,2022-12-04
768085756795,Asia,,2022-04-24,Others,2022-03-26
723198248101,South America,,2022-04-10,Lighting,2022-03-28
320823286826,South America,,2022-08-08,Power,2022-08-02
175485464863,North America,,2023-01-16,Power,2023-01-05
797802887753,Europe,,2023-03-02,Others,2023-02-28
602622431616,Europe,,2022-10-28,Power,2022-10-22
797531377782,Europe,,2022-06-27,Lighting,2022-06-16
485359424045,Europe,,2022-05-16,Others,2022-05-06
582378334676,South America,,2022-05-04,Others,2022-04-09
120617072735,Europe,,2022-07-12,Power,2022-07-07
706573136104,Europe,,2023-01-26,Power,2022-12-29
484429808538,Asia,,2022-12-10,Lighting,2022-11-05
805885799631,South America,,2022-09-16,Others,2022-08-27
604324851318,South America,,2022-04-16,Lighting,2022-03-09
111606174917,North America,,2022-08-03,Others,2022-07-26
506282480877,Asia,,2023-03-19,Lighting,2023-02-16
990613312158,North America,,2022-10-09,Chargers,2022-09-06
256989307519,South America,,2022-05-18,Lighting,2022-04-12
313900449748,Asia,,2023-01-31,Power,2023-01-12
605677184350,South America,,2022-09-25,Power,2022-09-22
977623009451,North America,,2022-06-28,Power,2022-06-21
154943187602,South America,,2022-10-02,Lighting,2022-08-23
886831926601,Europe,,2022-10-28,Power,2022-09-24
951676037481,North America,,2022-10-30,Power,2022-10-14
275501981406,South America,,2023-01-05,Chargers,2022-12-03
472662692171,South America,,2022-09-06,Power,2022-08-17
805608446411,South America,,2023-01-20,Chargers,2023-01-17
493691068812,Europe,,2022-11-16,Others,2022-10-30
367636182745,Asia,,2023-03-28,Others,2023-02-24
413347257404,Europe,,2022-12-28,Others,2022-12-27
916063252372,South America,,2022-06-22,Lighting,2022-06-20
577125543100,Europe,,2022-05-31,Chargers,2022-05-02
416209014846,South America,,2022-08-23,Lighting,2022-07-26
898609768195,North America,,2023-02-28,Lighting,2023-02-07
842899170807,Asia,,2023-03-09,Lighting,2023-02-01
932966728590,South America,679434371848,2023-01-27,Power,2023-01-06
225418091706,South America,,2022-07-02,Chargers,2022-06-16
255789954276,Europe,,2023-02-11,Lighting,2023-01-14
598165846652,Europe,,2022-07-06,Power,2022-07-04
607659170821,South America,870242394168,2022-06-10,Chargers,2022-05-23
300771178568,South America,,2023-01-03,Others,2022-12-24
296124981546,South America,,2023-01-29,Chargers,2023-01-26
639070022328,South America,,2022-12-13,Lighting,2022-12-09
979990304293,North America,,2022-11-26,Others,2022-10-29
133996834752,Asia,,2023-01-03,Power,2023-01-02
286833522109,Asia,,2022-11-11,Power,2022-10-03
486915379898,Asia,,2023-03-26,Chargers,2023-03-14
667611585025,Asia,,2022-05-21,Chargers,2022-05-09
892688605275,Asia,,2022-11-19,Others,2022-10-10
793702725872,Europe,,2023-02-15,Others,2023-01-10
865233060621,North America,,2022-07-21,Others,2022-06-18
125126642633,Asia,,2022-11-16,Others,2022-11-07
743099921860,South America,,2022-09-30,Chargers,2022-09-09
260634405080,South America,,2022-11-02,Lighting,2022-10-08
153427890613,North America,,2022-04-01,Others,2022-03-24
127400959485,South America,,2023-03-08,Lighting,2023-02-18
736483229634,Europe,,2022-09-26,Lighting,2022-08-17
811912121938,Asia,,2022-05-21,Chargers,2022-05-18
696800506123,Asia,,2023-01-27,Lighting,2022-12-22
556543218906,North America,,2022-06-04,Power,2022-05-30
454066466073,Europe,,2023-02-05,Chargers,2023-02-01
516705150163,Asia,321121743793,2022-08-25,Lighting,2022-08-17
948322925624,Europe,,2022-05-01,Lighting,2022-04-26
931819224307,North America,,2023-02-04,Lighting,2023-01-29
718633802316,Asia,,2023-02-04,Power,2023-01-04
802164341253,Europe,,2023-01-22,Others,2022-12-28
564825516511,Europe,,2022-12-13,Lighting,2022-11-28
876837431939,North America,,2022-06-29,Lighting,2022-06-28
385638868767,Asia,,2022-11-05,Lighting,2022-10-31
598462704120,Europe,,2022-11-03,Power,2022-09-28
828018821630,Europe,,2022-06-18,Others,2022-05-15
111524780353,Europe,,2022-04-07,Chargers,2022-03-08
421807729735,Europe,,2022-05-03,Chargers,2022-04-18
374064467674,Europe,638731160625,2022-06-18,Chargers,2022-05-25
103397117470,Asia,,2022-12-30,Lighting,2022-12-08
569676307177,North America,,2023-03-30,Lighting,2023-02-22
750737611184,Europe,,2022-05-26,Lighting,2022-04-18
663776890063,Europe,,2022-08-12,Others,2022-07-14
209545994259,South America,,2022-09-06,Lighting,2022-08-19
663358664860,Asia,,2022-10-11,Others,2022-09-30
973369750227,Asia,,2022-10-06,Chargers,2022-09-20
628004775959,South America,,2022-05-31,Lighting,2022-04-26
760072052219,South America,,2022-11-21,Power,2022-10-24
458005069776,Europe,,2022-07-15,Power,2022-06-08
416684815863,South America,,2022-05-11,Others,2022-04-16
271876330431,Europe,,2022-07-18,Chargers,2022-06-26
882894016306,South America,,2023-01-17,Lighting,2022-12-20
940337144031,Europe,,2022-04-03,Lighting,2022-02-23
180487473583,South America,,2022-10-03,Power,2022-09-09
192264756330,Asia,932922733341,2022-12-15,Power,2022-11-29
867360010601,Asia,,2023-03-22,Others,2023-02-12
702655650540,North America,,2022-07-16,Lighting,2022-06-16
955790180967,Europe,,2023-02-12,Power,2023-02-09
832745917193,Europe,,2022-05-28,Chargers,2022-05-18
251370533491,Europe,,2022-11-05,Lighting,2022-11-02
790449989987,Europe,,2022-07-20,Lighting,2022-06-27
606738695404,North America,,2022-04-06,Power,2022-03-19
730320916424,North America,,2022-05-31,Chargers,2022-05-24
645962518838,North America,,2023-01-30,Others,2022-12-28
145652402590,South America,,2022-06-09,Others,2022-05-27
821016095278,Europe,,2022-12-04,Power,2022-11-04
852485772747,North America,,2023-01-09,Lighting,2022-12-27
695091568547,South America,,2022-11-06,Others,2022-10-16
630626779300,North America,,2022-08-07,Chargers,2022-07-23
452849500237,North America,,2022-10-30,Others,2022-10-25
853525349222,North America,,2022-08-14,Chargers,2022-07-28
175675135339,Asia,,2022-08-12,Power,2022-07-09
417894185667,South America,,2022-11-28,Chargers,2022-11-23
315029233888,North America,,2022-12-09,Others,2022-12-06
304454723931,North America,,2023-02-14,Lighting,2023-02-08
697703447683,Europe,681460934770,2023-02-13,Lighting,2023-01-28
403327042354,South America,,2022-05-05,Power,2022-04-12
728046216290,North America,,2022-12-28,Power,2022-12-01
870669733239,North America,,2022-12-11,Others,2022-11-24
355130078827,Europe,,2023-02-24,Chargers,2023-01-22
287112643284,Europe,,2022-05-04,Lighting,2022-04-04
674620708238,Asia,,2022-05-06,Power,2022-04-01
636176326931,North America,,2023-01-17,Lighting,2022-12-20
514428698692,North America,,2022-07-09,Others,2022-07-01
593084182928,Asia,,2022-06-21,Power,2022-05-23
608597228930,South America,,2022-04-03,Lighting,2022-03-13
995182886283,Asia,,2022-10-05,Chargers,2022-09-22
748240666368,Europe,,2023-02-07,Power,2023-01-08
835020042553,North America,,2022-07-23,Power,2022-06-16
893304025217,Asia,930921151084,2022-10-27,Lighting,2022-10-20
242388800486,North America,,2023-03-25,Chargers,2023-03-18
462573844433,Asia,,2022-11-19,Power,2022-10-30
325463640631,Asia,,2023-02-13,Lighting,2023-01-06
602046402557,Europe,,2023-02-07,Others,2023-01-20
241971971885,North America,,2023-03-14,Power,2023-02-04
590157135188,South America,,2022-06-15,Others,2022-05-20
864861064743,Asia,,2023-03-17,Chargers,2023-02-05
685508548263,North America,,2022-11-28,Lighting,2022-11-08
677113857310,Asia,,2022-11-24,Lighting,2022-11-10
431434499077,South America,,2022-04-21,Chargers,2022-03-21
135596287937,Europe,,2022-07-04,Power,2022-06-10
429554998775,South America,,2023-03-23,Others,2023-03-14
520358241511,Europe,,2022-07-30,Others,2022-07-24
